id,name,size.bytecode,size.static
598,__wasilibc_ensure_environ,27,824
599,__wasilibc_initialize_environ,194,1360
600,getenv,154,1120
601,strerror,86,904
602,dummy,3,512
603,__wasm_call_dtors,15,864
604,exit,24,896
605,dummy,5,512
606,__lctrans,13,808
607,__math_divzero,24,752
608,__math_invalid,14,528
609,log,620,1768
610,htonl,36,520
611,ntohl,37,520
612,fcntl,275,1504
613,__isatty,104,968
614,__fdopen,390,1712
615,__stdio_close,14,840
616,readv,115,984
617,__stdio_read,253,1232
618,__stdio_seek,18,840
619,writev,115,984
620,__stdio_write,316,1368
621,dummy,4,512
622,fclose,153,1288
623,fflush,362,1648
624,__stdio_exit,389,1712
625,__toread,134,1056
626,__uflow,85,1032
627,fprintf,56,904
628,fputs,37,944
629,__towrite,94,624
630,__fwritex,238,1344
631,fwrite,289,1368
632,__ofl_lock,9,520
633,__ofl_unlock,3,512
634,__ofl_add,53,944
635,printf,60,912
636,snprintf,58,912
637,sscanf,56,904
638,__stdout_write,60,1008
639,vasprintf,122,1136
640,wcrtomb,311,856
641,wctomb,26,848
642,frexp,145,1200
643,vfprintf,398,1568
644,printf_core,8995,18856
645,pop_arg,565,1808
646,pad,159,1168
647,long_double_not_supported,30,856
648,vsnprintf,180,1152
649,sn_write,183,1176
650,__shlim,73,608
651,__shgetc,228,1136
652,__intscan,1623,3464
653,scalbn,176,984
654,fmod,540,912
655,__floatscan,4813,8760
656,hexfloat,1405,3600
657,scanexp,597,1712
658,mbrtowc,368,752
659,mbsinit,20,544
660,vfscanf,3082,9912
661,long_double_not_supported,29,856
662,vsscanf,89,1024
663,string_read,95,1064
664,memchr,371,800
665,memcmp,75,584
666,memcpy,1008,1888
667,memset,394,1200
668,__stpcpy,374,776
669,tolower,21,528
670,strcasecmp,142,1168
671,strchr,31,864
672,__strchrnul,358,1144
673,strcmp,104,600
674,strcpy,16,840
675,strdup,48,960
676,strlen,206,656
677,strncmp,136,632
678,strnlen,27,880
679,__multi3,116,640
